torna;datum;burkolat;eredmeny;gyoztes neve;gyoztes magassaga;gyoztes nemzetisege;gyoztes eletkora;vesztes neve;vesztes magassaga;vesztes nemzetisege;vesztes eletkora
Sydney;2015-01-12;Kemény;6-4 6-1;Tsvetana Pironkova;180;BUL;27,33;Barbora Zahlavova Strycova;164;CZE;28,79
Sydney;2015-01-12;Kemény;4-6 6-3 6-4;Petra Kvitova;183;CZE;24,85;Jarmila Gajdosova;174;AUS;27,72
Sydney;2015-01-12;Kemény;6-3 6-2;Karolina Pliskova;184;CZE;22,81;Angelique Kerber;173;GER;26,98
Sydney;2015-01-12;Kemény;7-5 6-1;Petra Kvitova;183;CZE;24,85;Tsvetana Pironkova;180;BUL;27,33
Sydney;2015-01-12;Kemény;7-6(5) 7-6(6);Petra Kvitova;183;CZE;24,85;Karolina Pliskova;184;CZE;22,81
Hobart;2015-01-12;Kemény;6-4 1-6 6-4;Casey Dellacqua;;AUS;29,92;Lauren Davis;157;USA;21,26
Hobart;2015-01-12;Kemény;7-5 6-2;Karin Knapp;180;ITA;27,54;Ajla Tomljanovic;;CRO;21,68
Hobart;2015-01-12;Kemény;4-6 6-3 6-4;Kateryna Kozlova;;UKR;20,89;Kirsten Flipkens;165;BEL;29,00
Hobart;2015-01-12;Kemény;6-7(6) 7-5 7-6(2);Madison Brengle;;USA;24,78;Mona Barthel;185;GER;24,51
Hobart;2015-01-12;Kemény;5-7 6-1 7-6(6);Camila Giorgi;168;ITA;23,04;Storm Sanders;;AUS;20,42
Hobart;2015-01-12;Kemény;6-4 6-1;Kaia Kanepi;181;EST;29,59;Monica Puig;;PUR;21,29
Hobart;2015-01-12;Kemény;3-6 1-0 RET;Johanna Larsson;174;SWE;26,40;Saisai Zheng;;CHN;20,93
Hobart;2015-01-12;Kemény;0-6 6-2 6-1;Kurumi Nara;;JPN;23,04;Klara Koukalova;166;CZE;32,88
Hobart;2015-01-12;Kemény;6-1 4-6 6-3;Roberta Vinci;163;ITA;31,90;Olivia Rogowska;;AUS;23,60
Hobart;2015-01-12;Kemény;6-7(4) 7-5 6-4;Annika Beck;170;GER;20,90;Jana Cepelova;168;SVK;21,62
Hobart;2015-01-12;Kemény;7-5 6-1;Heather Watson;170;GBR;22,65;Magdalena Rybarikova;180;SVK;26,27
Hobart;2015-01-12;Kemény;6-4 6-2;Sloane Stephens;170;USA;21,82;Monica Niculescu;168;ROU;27,30
Hobart;2015-01-12;Kemény;6-4 RET;Alison Riske;;USA;24,53;Christina Mchale;170;USA;22,67
Hobart;2015-01-12;Kemény;5-2 RET;Bojana Jovanovski;175;SRB;23,03;Mirjana Lucic;;CRO;32,85
Hobart;2015-01-12;Kemény;7-6(10) 7-6(5);Daniela Hantuchova;181;SVK;31,72;Richel Hogenkamp;;NED;22,74
Hobart;2015-01-12;Kemény;6-3 6-4;Zarina Diyas;;KAZ;21,23;Silvia Soler Espinosa;;ESP;27,15
Hobart;2015-01-12;Kemény;7-5 2-6 6-3;Karin Knapp;180;ITA;27,54;Casey Dellacqua;;AUS;29,92
Hobart;2015-01-12;Kemény;6-1 7-6(8);Madison Brengle;;USA;24,78;Kateryna Kozlova;;UKR;20,89
Hobart;2015-01-12;Kemény;DEF;Camila Giorgi;168;ITA;23,04;Kaia Kanepi;181;EST;29,59
Hobart;2015-01-12;Kemény;7-6(1) 6-4;Kurumi Nara;;JPN;23,04;Johanna Larsson;174;SWE;26,40
Hobart;2015-01-12;Kemény;3-6 6-3 6-3;Roberta Vinci;163;ITA;31,90;Annika Beck;170;GER;20,90
Hobart;2015-01-12;Kemény;6-3 6-1;Heather Watson;170;GBR;22,65;Sloane Stephens;170;USA;21,82
Hobart;2015-01-12;Kemény;6-2 4-6 6-1;Alison Riske;;USA;24,53;Bojana Jovanovski;175;SRB;23,03
Hobart;2015-01-12;Kemény;7-5 6-1;Zarina Diyas;;KAZ;21,23;Daniela Hantuchova;181;SVK;31,72
Hobart;2015-01-12;Kemény;6-7(3) 6-4 6-4;Madison Brengle;;USA;24,78;Karin Knapp;180;ITA;27,54
Hobart;2015-01-12;Kemény;6-1 3-6 6-2;Kurumi Nara;;JPN;23,04;Camila Giorgi;168;ITA;23,04
Hobart;2015-01-12;Kemény;7-6(0) 6-2;Heather Watson;170;GBR;22,65;Roberta Vinci;163;ITA;31,90
Hobart;2015-01-12;Kemény;6-3 6-0;Alison Riske;;USA;24,53;Zarina Diyas;;KAZ;21,23
Hobart;2015-01-12;Kemény;6-4 1-6 6-3;Madison Brengle;;USA;24,78;Kurumi Nara;;JPN;23,04
Hobart;2015-01-12;Kemény;6-3 7-5;Heather Watson;170;GBR;22,65;Alison Riske;;USA;24,53
Hobart;2015-01-12;Kemény;6-3 6-4;Heather Watson;170;GBR;22,65;Madison Brengle;;USA;24,78
Australian Open;2015-01-19;Kemény;6-0 6-4;Serena Williams;175;USA;33,31;Alison Van Uytvanck;;BEL;20,82
Australian Open;2015-01-19;Kemény;6-2 6-3;Vera Zvonareva;172;RUS;30,37;Ons Jabeur;;TUN;20,39
Australian Open;2015-01-19;Kemény;6-4 6-1;Nicole Gibbs;;USA;21,88;Olivia Rogowska;;AUS;23,62
Australian Open;2015-01-19;Kemény;6-3 7-5;Elina Svitolina;174;UKR;20,35;Yulia Putintseva;;KAZ;20,03
Australian Open;2015-01-19;Kemény;7-5 6-0;Garbine Muguruza;182;ESP;21,28;Marina Erakovic;174;NZL;26,87
Australian Open;2015-01-19;Kemény;6-4 6-4;Daniela Hantuchova;181;SVK;31,74;Saisai Zheng;;CHN;20,95
Australian Open;2015-01-19;Kemény;7-5 6-4;Anna Tatishvili;171;GEO;24,96;Kimiko Date Krumm;163;JPN;44,31
Australian Open;2015-01-19;Kemény;6-1 6-4;Timea Bacsinszky;;SUI;25,62;Jelena Jankovic;177;SRB;29,89
Australian Open;2015-01-19;Kemény;3-6 6-3 6-1;Dominika Cibulkova;161;SVK;25,71;Kirsten Flipkens;165;BEL;29,02
Australian Open;2015-01-19;Kemény;6-4 6-0;Tsvetana Pironkova;180;BUL;27,35;Heather Watson;170;GBR;22,67
Australian Open;2015-01-19;Kemény;6-0 6-2;Denisa Allertova;;CZE;21,87;Romina Oprandi;;SUI;28,81
Australian Open;2015-01-19;Kemény;6-3 6-2;Alize Cornet;173;FRA;24,99;Shuai Zhang;;CHN;25,99
Australian Open;2015-01-19;Kemény;6-4 6-4;Barbora Zahlavova Strycova;164;CZE;28,81;Timea Babos;179;HUN;21,69
Australian Open;2015-01-19;Kemény;6-1 6-2;Kai Chen Chang;;TPE;24,02;Jie Zheng;164;CHN;31,54
Australian Open;2015-01-19;Kemény;6-3 6-2;Victoria Azarenka;180;BLR;25,47;Sloane Stephens;170;USA;21,83
Australian Open;2015-01-19;Kemény;7-6(1) 6-2;Caroline Wozniacki;177;DEN;24,53;Taylor Townsend;;USA;18,76
Australian Open;2015-01-19;Kemény;6-1 6-4;Petra Kvitova;183;CZE;24,87;Richel Hogenkamp;;NED;22,76
Australian Open;2015-01-19;Kemény;3-6 6-4 6-2;Mona Barthel;185;GER;24,53;Donna Vekic;;CRO;18,56
Australian Open;2015-01-19;Kemény;6-3 7-5;Madison Keys;178;USA;19,92;Lesia Tsurenko;174;UKR;25,64
Australian Open;2015-01-19;Kemény;6-4 6-0;Casey Dellacqua;;AUS;29,94;Yvonne Meusburger;;AUT;31,30
Australian Open;2015-01-19;Kemény;6-4 6-1;Samantha Stosur;172;AUS;30,81;Monica Niculescu;168;ROU;27,32
Australian Open;2015-01-19;Kemény;6-2 6-2;Coco Vandeweghe;185;USA;23,12;Francesca Schiavone;166;ITA;34,57
Australian Open;2015-01-19;Kemény;2-6 6-4 7-5;Irina Falconi;;USA;24,71;Kaia Kanepi;181;EST;29,61
Australian Open;2015-01-19;Kemény;5-7 7-6(4) 6-3;Madison Brengle;;USA;24,80;Andrea Petkovic;180;GER;27,36
Australian Open;2015-01-19;Kemény;4-6 6-2 6-3;Camila Giorgi;168;ITA;23,06;Flavia Pennetta;172;ITA;32,90
Australian Open;2015-01-19;Kemény;6-1 6-1;Tereza Smitkova;;CZE;20,28;Mirjana Lucic;;CRO;32,87
Australian Open;2015-01-19;Kemény;6-1 7-5;Lauren Davis;157;USA;21,28;Aleksandra Krunic;;SRB;21,85
Australian Open;2015-01-19;Kemény;6-2 6-2;Venus Williams;185;USA;34,59;Maria Teresa Torro Flor;173;ESP;22,72
Australian Open;2015-01-19;Kemény;6-3 6-3;Varvara Lepchenko;180;USA;28,67;Vitalia Diatchenko;170;RUS;24,47
Australian Open;2015-01-19;Kemény;4-6 6-4 6-0;Ajla Tomljanovic;;CRO;21,70;Shelby Rogers;;USA;22,27
Australian Open;2015-01-19;Kemény;6-4 6-3;Johanna Larsson;174;SWE;26,42;Alla Kudryavtseva;;RUS;27,21
Australian Open;2015-01-19;Kemény;6-3 6-0;Agnieszka Radwanska;170;POL;25,87;Kurumi Nara;;JPN;23,06
Australian Open;2015-01-19;Kemény;1-6 6-3 6-2;Lucie Hradecka;177;CZE;29,66;Ana Ivanovic;183;SRB;27,20
Australian Open;2015-01-19;Kemény;3-6 6-3 6-2;Polona Hercog;182;SLO;24,00;Qiang Wang;;CHN;23,01
Australian Open;2015-01-19;Kemény;7-5 6-4;Klara Koukalova;166;CZE;32,90;Storm Sanders;;AUS;20,44
Australian Open;2015-01-19;Kemény;6-2 6-1;Julia Goerges;180;GER;26,21;Belinda Bencic;;SUI;17,86
Australian Open;2015-01-19;Kemény;7-5 6-1;Karolina Pliskova;184;CZE;22,83;Evgeniya Rodina;;RUS;25,95
Australian Open;2015-01-19;Kemény;7-6(5) 3-6 6-3;Oceane Dodin;;FRA;18,24;Alison Riske;;USA;24,55
Australian Open;2015-01-19;Kemény;7-5 6-1;Roberta Vinci;163;ITA;31,92;Bojana Jovanovski;175;SRB;23,05
Australian Open;2015-01-19;Kemény;6-2 6-2;Ekaterina Makarova;178;RUS;26,62;An Sophie Mestach;;BEL;20,87
Australian Open;2015-01-19;Kemény;6-1 6-0;Sara Errani;164;ITA;27,73;Grace Min;;USA;20,71
Australian Open;2015-01-19;Kemény;7-5 6-4;Silvia Soler Espinosa;;ESP;27,17;Annika Beck;170;GER;20,92
Australian Open;2015-01-19;Kemény;6-1 6-2;Lara Arruabarrena;166;ESP;22,83;Renata Voracova;;CZE;31,29
Australian Open;2015-01-19;Kemény;4-6 6-3 6-3;Yanina Wickmayer;182;BEL;25,25;Anastasia Pavlyuchenkova;177;RUS;23,55
Australian Open;2015-01-19;Kemény;4-6 6-4 6-2;Kristina Mladenovic;184;FRA;21,68;Sabine Lisicki;178;GER;25,33
Australian Open;2015-01-19;Kemény;6-4 3-6 6-3;Bethanie Mattek Sands;168;USA;29,83;Ying Ying Duan;;CHN;25,63
Australian Open;2015-01-19;Kemény;6-3 6-4;Jarmila Gajdosova;174;AUS;27,73;Alexandra Dulgheru;;ROU;25,64
Australian Open;2015-01-19;Kemény;6-3 6-2;Simona Halep;168;ROU;23,31;Karin Knapp;180;ITA;27,56
Australian Open;2015-01-19;Kemény;6-2 6-4;Eugenie Bouchard;;CAN;20,90;Anna Lena Friedsam;;GER;20,96
Australian Open;2015-01-19;Kemény;7-6(8) 5-7 6-2;Kiki Bertens;182;NED;23,11;Daria Gavrilova;;RUS;20,88
Australian Open;2015-01-19;Kemény;6-1 3-6 6-2;Stefanie Voegele;170;SUI;24,86;Pauline Parmentier;175;FRA;28,97
Australian Open;2015-01-19;Kemény;6-4 6-2;Caroline Garcia;;FRA;21,26;Svetlana Kuznetsova;174;RUS;29,56
Australian Open;2015-01-19;Kemény;6-3 6-1;Carina Witthoeft;;GER;19,92;Carla Suarez Navarro;162;ESP;26,38
Australian Open;2015-01-19;Kemény;6-4 1-6 12-10;Christina Mchale;170;USA;22,69;Stephanie Foretz Gacon;166;FRA;33,71
Australian Open;2015-01-19;Kemény;6-2 7-5;Katerina Siniakova;;CZE;18,69;Elena Vesnina;176;RUS;28,47
Australian Open;2015-01-19;Kemény;6-4 0-6 6-1;Irina Camelia Begu;181;ROU;24,40;Angelique Kerber;173;GER;27,00
Australian Open;2015-01-19;Kemény;6-4 2-6 8-6;Yaroslava Shvedova;180;KAZ;27,35;Lucie Safarova;177;CZE;27,96
Australian Open;2015-01-19;Kemény;6-0 6-3;Monica Puig;;PUR;21,31;Arina Rodionova;;RUS;25,10
Australian Open;2015-01-19;Kemény;6-4 6-4;Magdalena Rybarikova;180;SVK;26,29;Ana Konjuh;;CRO;17,06
Australian Open;2015-01-19;Kemény;6-4 7-5;Shuai Peng;173;CHN;29,03;Tatjana Maria;;GER;27,45
Australian Open;2015-01-19;Kemény;3-6 6-4 6-2;Zarina Diyas;;KAZ;21,25;Urszula Radwanska;177;POL;24,12
Australian Open;2015-01-19;Kemény;6-4 4-6 6-2;Anna Karolina Schmiedlova;;SVK;20,35;Chanelle Scheepers;;RSA;30,85
Australian Open;2015-01-19;Kemény;7-5 6-0;Alexandra Panova;;RUS;25,88;Sorana Cirstea;176;ROU;24,79
Australian Open;2015-01-19;Kemény;6-4 6-1;Maria Sharapova;;RUS;27,75;Petra Martic;181;CRO;24,00
Australian Open;2015-01-19;Kemény;7-5 6-0;Serena Williams;175;USA;33,31;Vera Zvonareva;172;RUS;30,37
Australian Open;2015-01-19;Kemény;7-6(3) 7-6(6);Elina Svitolina;174;UKR;20,35;Nicole Gibbs;;USA;21,88
Australian Open;2015-01-19;Kemény;6-1 1-6 6-0;Garbine Muguruza;182;ESP;21,28;Daniela Hantuchova;181;SVK;31,74
Australian Open;2015-01-19;Kemény;6-7(5) 6-3 6-2;Timea Bacsinszky;;SUI;25,62;Anna Tatishvili;171;GEO;24,96
Australian Open;2015-01-19;Kemény;6-2 6-0;Dominika Cibulkova;161;SVK;25,71;Tsvetana Pironkova;180;BUL;27,35
Australian Open;2015-01-19;Kemény;6-4 6-7(2) 6-2;Alize Cornet;173;FRA;24,99;Denisa Allertova;;CZE;21,87
Australian Open;2015-01-19;Kemény;6-1 7-5;Barbora Zahlavova Strycova;164;CZE;28,81;Kai Chen Chang;;TPE;24,02
Australian Open;2015-01-19;Kemény;6-4 6-2;Victoria Azarenka;180;BLR;25,47;Caroline Wozniacki;177;DEN;24,53
Australian Open;2015-01-19;Kemény;6-2 6-4;Petra Kvitova;183;CZE;24,87;Mona Barthel;185;GER;24,53
Australian Open;2015-01-19;Kemény;2-6 6-1 6-1;Madison Keys;178;USA;19,92;Casey Dellacqua;;AUS;29,94
Australian Open;2015-01-19;Kemény;6-4 6-4;Coco Vandeweghe;185;USA;23,12;Samantha Stosur;172;AUS;30,81
Australian Open;2015-01-19;Kemény;6-1 6-3;Madison Brengle;;USA;24,80;Irina Falconi;;USA;24,71
Australian Open;2015-01-19;Kemény;6-1 6-4;Camila Giorgi;168;ITA;23,06;Tereza Smitkova;;CZE;20,28
Australian Open;2015-01-19;Kemény;6-2 6-3;Venus Williams;185;USA;34,59;Lauren Davis;157;USA;21,28
Australian Open;2015-01-19;Kemény;6-1 7-6(1);Varvara Lepchenko;180;USA;28,67;Ajla Tomljanovic;;CRO;21,70
Australian Open;2015-01-19;Kemény;6-0 6-1;Agnieszka Radwanska;170;POL;25,87;Johanna Larsson;174;SWE;26,42
Australian Open;2015-01-19;Kemény;4-6 6-3 6-2;Lucie Hradecka;177;CZE;29,66;Polona Hercog;182;SLO;24,00
Australian Open;2015-01-19;Kemény;6-3 4-6 6-2;Julia Goerges;180;GER;26,21;Klara Koukalova;166;CZE;32,90
Australian Open;2015-01-19;Kemény;7-5 5-7 6-4;Karolina Pliskova;184;CZE;22,83;Oceane Dodin;;FRA;18,24
Australian Open;2015-01-19;Kemény;6-2 6-4;Ekaterina Makarova;178;RUS;26,62;Roberta Vinci;163;ITA;31,92
Australian Open;2015-01-19;Kemény;7-6(3) 6-3;Sara Errani;164;ITA;27,73;Silvia Soler Espinosa;;ESP;27,17
Australian Open;2015-01-19;Kemény;6-4 4-6 6-4;Yanina Wickmayer;182;BEL;25,25;Lara Arruabarrena;166;ESP;22,83
Australian Open;2015-01-19;Kemény;7-6(3) 7-6(6);Bethanie Mattek Sands;168;USA;29,83;Kristina Mladenovic;184;FRA;21,68
Australian Open;2015-01-19;Kemény;6-2 6-2;Simona Halep;168;ROU;23,31;Jarmila Gajdosova;174;AUS;27,73
Australian Open;2015-01-19;Kemény;6-0 6-3;Eugenie Bouchard;;CAN;20,90;Kiki Bertens;182;NED;23,11
Australian Open;2015-01-19;Kemény;6-3 6-4;Caroline Garcia;;FRA;21,26;Stefanie Voegele;170;SUI;24,86
Australian Open;2015-01-19;Kemény;6-3 6-0;Carina Witthoeft;;GER;19,92;Christina Mchale;170;USA;22,69
Australian Open;2015-01-19;Kemény;7-5 6-4;Irina Camelia Begu;181;ROU;24,40;Katerina Siniakova;;CZE;18,69
Australian Open;2015-01-19;Kemény;6-2 7-6(6);Yaroslava Shvedova;180;KAZ;27,35;Monica Puig;;PUR;21,31
Australian Open;2015-01-19;Kemény;6-1 6-1;Shuai Peng;173;CHN;29,03;Magdalena Rybarikova;180;SVK;26,29
Australian Open;2015-01-19;Kemény;3-6 6-2 8-6;Zarina Diyas;;KAZ;21,25;Anna Karolina Schmiedlova;;SVK;20,35
Australian Open;2015-01-19;Kemény;6-1 4-6 7-5;Maria Sharapova;;RUS;27,75;Alexandra Panova;;RUS;25,88
Australian Open;2015-01-19;Kemény;4-6 6-2 6-0;Serena Williams;175;USA;33,31;Elina Svitolina;174;UKR;20,35
Australian Open;2015-01-19;Kemény;6-3 4-6 6-0;Garbine Muguruza;182;ESP;21,28;Timea Bacsinszky;;SUI;25,62
Australian Open;2015-01-19;Kemény;7-5 6-2;Dominika Cibulkova;161;SVK;25,71;Alize Cornet;173;FRA;24,99
Australian Open;2015-01-19;Kemény;6-4 6-4;Victoria Azarenka;180;BLR;25,47;Barbora Zahlavova Strycova;164;CZE;28,81
Australian Open;2015-01-19;Kemény;6-4 7-5;Madison Keys;178;USA;19,92;Petra Kvitova;183;CZE;24,87
Australian Open;2015-01-19;Kemény;6-3 6-2;Madison Brengle;;USA;24,80;Coco Vandeweghe;185;USA;23,12
Australian Open;2015-01-19;Kemény;4-6 7-6(3) 6-1;Venus Williams;185;USA;34,59;Camila Giorgi;168;ITA;23,06
Australian Open;2015-01-19;Kemény;6-0 7-5;Agnieszka Radwanska;170;POL;25,87;Varvara Lepchenko;180;USA;28,67
Australian Open;2015-01-19;Kemény;7-6(6) 7-5;Julia Goerges;180;GER;26,21;Lucie Hradecka;177;CZE;29,66
Australian Open;2015-01-19;Kemény;6-4 6-4;Ekaterina Makarova;178;RUS;26,62;Karolina Pliskova;184;CZE;22,83
Australian Open;2015-01-19;Kemény;4-6 6-4 6-3;Yanina Wickmayer;182;BEL;25,25;Sara Errani;164;ITA;27,73
Australian Open;2015-01-19;Kemény;6-4 7-5;Simona Halep;168;ROU;23,31;Bethanie Mattek Sands;168;USA;29,83
Australian Open;2015-01-19;Kemény;7-5 6-0;Eugenie Bouchard;;CAN;20,90;Caroline Garcia;;FRA;21,26
Australian Open;2015-01-19;Kemény;6-4 6-4;Irina Camelia Begu;181;ROU;24,40;Carina Witthoeft;;GER;19,92
Australian Open;2015-01-19;Kemény;7-6(7) 6-3;Shuai Peng;173;CHN;29,03;Yaroslava Shvedova;180;KAZ;27,35
Australian Open;2015-01-19;Kemény;6-1 6-1;Maria Sharapova;;RUS;27,75;Zarina Diyas;;KAZ;21,25
Australian Open;2015-01-19;Kemény;2-6 6-3 6-2;Serena Williams;175;USA;33,31;Garbine Muguruza;182;ESP;21,28
Australian Open;2015-01-19;Kemény;6-2 3-6 6-3;Dominika Cibulkova;161;SVK;25,71;Victoria Azarenka;180;BLR;25,47
Australian Open;2015-01-19;Kemény;6-2 6-4;Madison Keys;178;USA;19,92;Madison Brengle;;USA;24,80
Australian Open;2015-01-19;Kemény;6-3 2-6 6-1;Venus Williams;185;USA;34,59;Agnieszka Radwanska;170;POL;25,87
Australian Open;2015-01-19;Kemény;6-3 6-2;Ekaterina Makarova;178;RUS;26,62;Julia Goerges;180;GER;26,21
Australian Open;2015-01-19;Kemény;6-4 6-2;Simona Halep;168;ROU;23,31;Yanina Wickmayer;182;BEL;25,25
Australian Open;2015-01-19;Kemény;6-1 5-7 6-2;Eugenie Bouchard;;CAN;20,90;Irina Camelia Begu;181;ROU;24,40
Australian Open;2015-01-19;Kemény;6-3 6-0;Maria Sharapova;;RUS;27,75;Shuai Peng;173;CHN;29,03
Australian Open;2015-01-19;Kemény;6-2 6-2;Serena Williams;175;USA;33,31;Dominika Cibulkova;161;SVK;25,71
Australian Open;2015-01-19;Kemény;6-3 4-6 6-4;Madison Keys;178;USA;19,92;Venus Williams;185;USA;34,59
Australian Open;2015-01-19;Kemény;6-4 6-0;Ekaterina Makarova;178;RUS;26,62;Simona Halep;168;ROU;23,31
Australian Open;2015-01-19;Kemény;6-3 6-2;Maria Sharapova;;RUS;27,75;Eugenie Bouchard;;CAN;20,90
Australian Open;2015-01-19;Kemény;7-6(5) 6-2;Serena Williams;175;USA;33,31;Madison Keys;178;USA;19,92
Australian Open;2015-01-19;Kemény;6-3 6-2;Maria Sharapova;;RUS;27,75;Ekaterina Makarova;178;RUS;26,62
Australian Open;2015-01-19;Kemény;6-3 7-6(5);Serena Williams;175;USA;33,31;Maria Sharapova;;RUS;27,75
Antwerp;2015-02-09;Kemény;6-2 6-0;Mona Barthel;185;GER;24,58;Klaartje Liebens;;BEL;20,08
Antwerp;2015-02-09;Kemény;6-2 6-2;Barbora Zahlavova Strycova;164;CZE;28,87;Yanina Wickmayer;182;BEL;25,31
Antwerp;2015-02-09;Kemény;1-6 6-2 7-5;Alize Cornet;173;FRA;25,05;Belinda Bencic;;SUI;17,92
Antwerp;2015-02-09;Kemény;6-2 6-3;Alison Van Uytvanck;;BEL;20,88;Magdalena Rybarikova;180;SVK;26,35
Antwerp;2015-02-09;Kemény;5-7 6-3 6-3;Indy De Vroome;;NED;18,72;Tsvetana Pironkova;180;BUL;27,41
Antwerp;2015-02-09;Kemény;6-1 6-2;Dominika Cibulkova;161;SVK;25,76;Kateryna Bondarenko;175;UKR;28,51
Antwerp;2015-02-09;Kemény;6-4 7-6(5);Karolina Pliskova;184;CZE;22,89;Mirjana Lucic;;CRO;32,92
Antwerp;2015-02-09;Kemény;6-3 6-1;Annika Beck;170;GER;20,98;Karin Knapp;180;ITA;27,62
Antwerp;2015-02-09;Kemény;6-2 1-0 RET;Kristina Mladenovic;184;FRA;21,74;Silvia Soler Espinosa;;ESP;27,23
Antwerp;2015-02-09;Kemény;1-6 6-2 6-4;Carla Suarez Navarro;162;ESP;26,43;Camila Giorgi;168;ITA;23,11
Antwerp;2015-02-09;Kemény;6-3 6-2;Monica Niculescu;168;ROU;27,38;Kirsten Flipkens;165;BEL;29,08
Antwerp;2015-02-09;Kemény;6-3 6-1;Francesca Schiavone;166;ITA;34,63;Klara Koukalova;166;CZE;32,96
Antwerp;2015-02-09;Kemény;4-6 6-1 6-2;Mona Barthel;185;GER;24,58;Eugenie Bouchard;;CAN;20,96
Antwerp;2015-02-09;Kemény;6-4 6-2;Barbora Zahlavova Strycova;164;CZE;28,87;Alize Cornet;173;FRA;25,05
Antwerp;2015-02-09;Kemény;6-7(7) 7-6(5) 6-2;Andrea Petkovic;180;GER;27,42;Alison Van Uytvanck;;BEL;20,88
Antwerp;2015-02-09;Kemény;6-3 3-6 6-2;Dominika Cibulkova;161;SVK;25,76;Indy De Vroome;;NED;18,72
Antwerp;2015-02-09;Kemény;6-3 6-3;Karolina Pliskova;184;CZE;22,89;Annika Beck;170;GER;20,98
Antwerp;2015-02-09;Kemény;6-4 6-1;Lucie Safarova;177;CZE;28,01;Kristina Mladenovic;184;FRA;21,74
Antwerp;2015-02-09;Kemény;4-6 6-0 6-2;Carla Suarez Navarro;162;ESP;26,43;Monica Niculescu;168;ROU;27,38
Antwerp;2015-02-09;Kemény;6-1 6-1;Francesca Schiavone;166;ITA;34,63;Angelique Kerber;173;GER;27,06
Antwerp;2015-02-09;Kemény;6-2 6-2;Barbora Zahlavova Strycova;164;CZE;28,87;Mona Barthel;185;GER;24,58
Antwerp;2015-02-09;Kemény;7-6(2) 6-0;Andrea Petkovic;180;GER;27,42;Dominika Cibulkova;161;SVK;25,76
Antwerp;2015-02-09;Kemény;7-6(5) 6-3;Karolina Pliskova;184;CZE;22,89;Lucie Safarova;177;CZE;28,01
Antwerp;2015-02-09;Kemény;6-3 6-2;Carla Suarez Navarro;162;ESP;26,43;Francesca Schiavone;166;ITA;34,63
Antwerp;2015-02-09;Kemény;7-6(2) 7-6(6);Andrea Petkovic;180;GER;27,42;Barbora Zahlavova Strycova;164;CZE;28,87
Antwerp;2015-02-09;Kemény;6-2 6-2;Carla Suarez Navarro;162;ESP;26,43;Karolina Pliskova;184;CZE;22,89
Antwerp;2015-02-09;Kemény;W/O;Andrea Petkovic;180;GER;27,42;Carla Suarez Navarro;162;ESP;26,43
Pattaya;2015-02-09;Kemény;6-3 6-2;Shuai Peng;173;CHN;29,09;Alla Kudryavtseva;;RUS;27,27
Pattaya;2015-02-09;Kemény;7-6(2) 6-0;Misaki Doi;159;JPN;23,78;Tamarine Tanasugarn;165;THA;37,71
Pattaya;2015-02-09;Kemény;6-3 6-3;Romina Oprandi;;SUI;28,87;Elena Vesnina;176;RUS;28,53
Pattaya;2015-02-09;Kemény;6-2 7-6(4);Monica Puig;;PUR;21,37;Stefanie Voegele;170;SUI;24,92
Pattaya;2015-02-09;Kemény;6-2 6-1;Kurumi Nara;;JPN;23,11;Nicha Lertpitaksinchai;;THA;23,49
Pattaya;2015-02-09;Kemény;7-6(2) 6-4;Evgeniya Rodina;;RUS;26,01;Yulia Putintseva;;KAZ;20,09
Pattaya;2015-02-09;Kemény;6-3 7-6(4);Ajla Tomljanovic;;CRO;21,76;Elizaveta Kulichkova;;RUS;18,83
Pattaya;2015-02-09;Kemény;6-3 7-6(1);Jarmila Gajdosova;174;AUS;27,79;Misa Eguchi;;JPN;22,81
Pattaya;2015-02-09;Kemény;7-6(5) 6-1;Lin Zhu;;CHN;21,03;Shahar Peer;170;ISR;27,78
Pattaya;2015-02-09;Kemény;7-6(4) 7-5;Ying Ying Duan;;CHN;25,69;Yung Jan Chan;170;TPE;25,48
Pattaya;2015-02-09;Kemény;6-4 6-2;Saisai Zheng;;CHN;21,01;Yi Fan Xu;;CHN;26,51
Pattaya;2015-02-09;Kemény;1-6 6-3 6-1;Daniela Hantuchova;181;SVK;31,80;Zarina Diyas;;KAZ;21,31
Pattaya;2015-02-09;Kemény;6-2 6-0;Shuai Zhang;;CHN;26,05;Donna Vekic;;CRO;18,62
Pattaya;2015-02-09;Kemény;6-2 6-2;Vera Zvonareva;172;RUS;30,42;Qiang Wang;;CHN;23,07
Pattaya;2015-02-09;Kemény;6-2 6-2;Marina Erakovic;174;NZL;26,93;Luksika Kumkhum;;THA;21,56
Pattaya;2015-02-09;Kemény;5-7 7-6(6) 6-2;Yuliya Beygelzimer;174;UKR;31,31;Kimiko Date Krumm;163;JPN;44,37
Pattaya;2015-02-09;Kemény;6-3 2-6 6-2;Misaki Doi;159;JPN;23,78;Shuai Peng;173;CHN;29,09
Pattaya;2015-02-09;Kemény;6-1 3-6 6-0;Monica Puig;;PUR;21,37;Romina Oprandi;;SUI;28,87
Pattaya;2015-02-09;Kemény;6-2 6-4;Evgeniya Rodina;;RUS;26,01;Kurumi Nara;;JPN;23,11
Pattaya;2015-02-09;Kemény;7-6(3) 6-3;Ajla Tomljanovic;;CRO;21,76;Jarmila Gajdosova;174;AUS;27,79
